ID	Sex	BirthYear
n849	NA	2021
n84	NA	2020
n850	NA	2020
n851	NA	2021
n852	NA	2021
n853	NA	2021
n854	NA	2021
n855	NA	2021
n857	NA	2021
n858	NA	2021
n859	NA	2020
n85	NA	2020
n860	NA	2019
n861	NA	2021
n862	NA	2020
n863	NA	2021
n864	NA	2021
n865	NA	2020
n866	NA	2021
n867	1	2021
n868	NA	2021
n86	NA	2019
n870	NA	2020
n871	NA	2020
n873	NA	2020
n874	2	2021
n875	NA	2021
n876	NA	2021
n877	NA	2020
n878	NA	2021
n879	NA	2021
n87	NA	2020
n880	2	2020
n881	NA	2021
n882	NA	2020
n883	NA	2020
n884	NA	2021
n885	NA	2021
n886	NA	2020
n887	NA	2020
n888	NA	2021
n889	NA	2019
n88	NA	2020
n890	NA	2021
n891	NA	2021
n892	NA	2021
n893	NA	2021
n894	NA	2020
n895	NA	2020
n896	NA	2021
n897	NA	2020
n898	NA	2021
n899	NA	2021
n89	NA	2019
n8	NA	2019
n900	NA	2021
n901	2	2020
n902	NA	2020
n903	1	2021
n904	NA	2021
n905	NA	2020
n906	NA	2020
n907	NA	2020
n908	NA	2019
n909	NA	2020
n90	NA	2020
n910	NA	2020
n911	1	2020
n912	NA	2021
n913	NA	2021
n915	NA	2021
n916	NA	2020
n917	NA	2020
n919	NA	2021
n91	NA	2020
n921	NA	2021
n922	NA	2020
n923	NA	2020
n924	NA	2021
n925	NA	2021
n926	NA	2020
n927	2	2020
n928	NA	2021
n92	NA	2020
n930	NA	2021
n931	NA	2020
n932	NA	2021
n933	NA	2021
n935	NA	2021
n936	NA	2021
n937	2	2020
n938	2	2021
n939	1	2020
n93	1	2020
n940	1	2021
n941	NA	2021
n942	NA	2020
n943	2	2020
n944	NA	2021
n945	NA	2020
n946	NA	2020
n947	NA	2021
n948	NA	2020
n949	NA	2021
n950	1	2020
n951	NA	2021
n952	NA	2020
n953	NA	2021
n954	NA	2020
n955	NA	2021
n956	NA	2021
n957	NA	2020
n958	NA	2020
n959	NA	2021
n95	NA	2020
n960	NA	2021
n961	NA	2021
n962	2	2020
n965	NA	2021
n966	NA	2020
n967	NA	2021
n968	NA	2020
n969	NA	2021
n96	1	2020
n970	1	2021
n971	NA	2019
n972	NA	2021
n974	NA	2021
n975	NA	2021
n976	NA	2020
n977	NA	2021
n978	NA	2021
n979	2	2020
n97	2	2020
n980	NA	2021
n981	1	2021
n983	NA	2021
n985	NA	2021
n987	NA	2020
n988	NA	2021
n989	NA	2020
n98	NA	2020
n991	NA	2021
n992	1	2021
n993	NA	2020
n994	NA	2021
n996	NA	2021
n997	NA	2019
n998	NA	2021
n999	NA	2020
n99	NA	2019
n9	NA	2020
s1026	NA	2016
s104	2	2016
s109	2	2016
s1122	2	2016
s113	NA	2016
s1158	NA	2017
s115	NA	2016
s116	NA	2016
s117	1	2016
s1196	NA	2018
s1200	NA	2018
s1215	NA	2018
s122	2	2016
s124	1	2016
s128	1	2016
s1303	NA	2017
s1307	NA	2016
s1317	NA	2017
s1323	NA	2017
s132	NA	2016
s1332	NA	2017
s1334	NA	2016
s1351	NA	2016
s1352	1	2017
s1353	2	2016
s1354	1	2016
s1356	NA	2017
s1361	1	2015
s1362	NA	2017
s1363	NA	2017
s1364	NA	2017
s1365	NA	2016
s1366	NA	2017
s1369	NA	2017
s1372	NA	2017
s1374	NA	2017
s1375	NA	2017
s1377	NA	2017
s137	NA	2016
s1380	1	2016
s1382	NA	2017
s1386	NA	2017
s1387	NA	2016
s1392	NA	2016
s1393	2	2017
s139	NA	2016
s1403	NA	2017
s1406	NA	2016
s1407	NA	2016
s1419	NA	2017
s1426	NA	2016
s1433	NA	2016
s1434	NA	2016
s1446	1	2016
s1448	NA	2017
s1450	NA	2016
s1452	1	2016
s1453	NA	2017
s1456	NA	2017
s145	2	2016
s1462	NA	2017
s1463	NA	2017
s1464	NA	2017
s1465	NA	2017
s1468	NA	2017
s1469	NA	2016
s1475	2	2016
s1476	NA	2017
s1478	NA	2017
s147	NA	2016
s1481	NA	2017
s1485	NA	2016
s1491	NA	2017
s1494	NA	2017
s1497	NA	2017
s1513	NA	2018
s1554	NA	2017
s1559	NA	2017
s1560	2	2016
s1562	NA	2017
s1564	NA	2016
s1565	NA	2017
s1566	NA	2017
s1567	NA	2017
s1568	NA	2017
s1572	NA	2017
s1573	NA	2017
s1576	NA	2017
s1577	NA	2017
s1578	NA	2017
s1580	NA	2017
s1581	NA	2017
s1583	NA	2017
s1584	NA	2016
s1585	NA	2016
s1586	NA	2017
s1587	NA	2017
s1588	NA	2016
s1589	NA	2017
s1590	1	2016
s1592	NA	2016
s1594	NA	2017
s1595	NA	2016
s1597	1	2016
s1599	NA	2017
s1600	NA	2017
s1602	NA	2017
s1604	1	2016
s1605	NA	2017
s1606	NA	2017
s1607	NA	2017
s1608	NA	2016
s1609	NA	2016
s1610	NA	2016
s1617	NA	2016
s1618	NA	2017
s161	NA	2016
s1624	NA	2017
s1625	NA	2017
s1626	NA	2017
s1630	2	2016
s1634	NA	2017
s1635	NA	2017
s1637	NA	2017
s1639	NA	2017
s1644	NA	2017
s1646	NA	2017
s1647	NA	2016
s1648	NA	2017
s1650	2	2016
s1651	NA	2017
s1653	NA	2016
s1654	NA	2017
s1655	2	2016
s1657	NA	2017
s1658	1	2017
s1661	NA	2017
s1662	NA	2017
s1663	NA	2017
s1665	NA	2017
s1666	NA	2017
s1667	NA	2017
s1668	NA	2017
s1669	NA	2017
s1670	1	2017
s1672	1	2016
s1674	NA	2017
s1677	NA	2017
s1679	NA	2017
s1680	NA	2017
s1683	NA	2016
s1685	1	2016
s1686	2	2017
s1688	NA	2017
s1689	NA	2016
s1690	2	2017
s1691	1	2017
s1693	NA	2017
s1695	NA	2017
s1696	NA	2017
s1697	NA	2017
s1698	2	2016
s1699	NA	2017
s1700	NA	2017
s1703	NA	2017
s1709	NA	2017
s1710	NA	2017
s1711	NA	2017
s1718	NA	2017
s1719	NA	2017
s1720	1	2016
s1722	NA	2017
s1723_01	NA	2017
s1726	NA	2017
s1727	NA	2017
s172	NA	2016
s1730	NA	2017
s1731	NA	2017
s1732	NA	2017
s1733	NA	2017
s1737	NA	2017
s1738	NA	2017
s1739	1	2016
s1740	NA	2017
s1741	NA	2017
s1743	NA	2017
s1747	1	2016
s1751	NA	2017
s1752	NA	2017
s1754	NA	2017
s1755	NA	2017
s1756	NA	2017
s1758	NA	2017
s1761	NA	2017
s1764	NA	2017
s1765	1	2016
s1768	2	2016
s176	NA	2016
s1772	NA	2017
s1776	NA	2017
s1780	NA	2017
s1782	NA	2017
s1784	2	2016
s1785	NA	2017
s1787	1	2016
s1789	NA	2017
s1792	1	2016
s1793	NA	2017
s1797	1	2016
s1798	NA	2017
s179	1	2016
s1802	1	2015
s1806	NA	2016
s1807	2	2015
s193	NA	2016
s198	NA	2016
s2001	2	2017
s2005	NA	2017
s2006	NA	2017
s2009	NA	2017
s200	2	2016
s2010	NA	2017
s2014	NA	2017
s2027	1	2018
s2028	NA	2017
s2029	NA	2018
s2031	NA	2018
s2036	NA	2018
s2037	NA	2018
s2038	NA	2018
s2039	NA	2018
s2040	NA	2018
s2047	NA	2017
s2048	NA	2018
s2049	NA	2018
s2063	NA	2018
s2064	NA	2018
s2065	NA	2018
s2069	NA	2018
s2070	NA	2018
s2071	NA	2018
s2073	NA	2018
s2078	NA	2018
s2087	NA	2018
s2088	NA	2018
s2090	NA	2018
s2094	NA	2018
s2095	NA	2018
s2096	NA	2018
s2100	NA	2018
s215	1	2016
s222	2	2016
s234	NA	2016
s244	NA	2016
s246	NA	2016
s248	NA	2016
s254	1	2016
s255	2	2016
s25	NA	2016
s268	2	2016
s26	NA	2016
s270	NA	2016
s273	2	2016
s288	1	2016
s292	1	2016
s302	NA	2016
s304	1	2016
s305	2	2016
s31	NA	2016
s3251	NA	2018
s3252	NA	2018
s3253	NA	2018
s3254	NA	2018
s3255	NA	2018
s3258	NA	2018
s3261	NA	2018
s3263	NA	2017
s3267	NA	2018
s326	1	2016
s3270	NA	2018
s3271	1	2018
s3272	NA	2017
s3274	NA	2018
s3278	NA	2018
s3279	NA	2017
s3280	NA	2018
s3281	NA	2018
s3282	NA	2018
s3284	NA	2018
s3286	NA	2018
s3288	NA	2017
s3289	NA	2018
s3290	NA	2018
s3294	NA	2018
s3298	NA	2018
s3299	NA	2018
s3303	NA	2018
s3304	NA	2018
s3307	NA	2018
s3308	NA	2018
s3309	NA	2018
s3310	NA	2018
s3312	NA	2018
s3315	NA	2018
s3317	NA	2018
s3318	NA	2018
s3319	NA	2018
s3320	NA	2018
s3322	NA	2018
s3324	NA	2018
s3326	NA	2018
s3328	1	2018
s3329	NA	2018
s3330	1	2018
s3345	NA	2017
s3349	NA	2018
s3350	NA	2018
s3351	1	2018
s3352	1	2017
s3353	1	2018
s3354	2	2018
s3355	NA	2018
s3356	NA	2018
s3359	1	2018
s3360	NA	2018
s3361	NA	2018
s3362	1	2018
s3367	1	2018
s3368	NA	2018
s3370	NA	2018
s3371	1	2018
s3376	NA	2018
s3377	1	2017
s3378	NA	2018
s3379	2	2018
s337	NA	2016
s3380	NA	2018
s3381	NA	2018
s3382	1	2018
s3383	2	2018
s3384	2	2018
s3386	NA	2018
s3387	2	2018
s3388	NA	2018
s3389	NA	2018
s3390	NA	2018
s3391	1	2018
s3392	1	2018
s3393	NA	2018
s3394	NA	2018
s3396	NA	2018
s3397	1	2018
s3398	NA	2018
s3399	1	2018
s339	NA	2016
s3401	NA	2018
s3402	NA	2018
s3403	NA	2018
s3404	NA	2018
s3405	NA	2018
s3406	NA	2018
s3407	NA	2018
s3409	NA	2018
s3411	NA	2018
s3412	NA	2018
s3413	NA	2018
s3414	NA	2018
s3415	NA	2018
s3416	NA	2018
s3417	NA	2018
s3419	NA	2018
s3421	NA	2018
s3422	NA	2018
s3423	NA	2018
s3425	NA	2018
s3426	NA	2018
s3427	NA	2018
s3428	NA	2018
s3429	NA	2018
s3430	NA	2018
s3431	NA	2018
s3432	NA	2018
s3433	2	2018
s3434	NA	2018
s3435	NA	2018
s3436	NA	2018
s3437	NA	2018
s3438	NA	2018
s3439	NA	2018
s3440	NA	2018
s3441	NA	2018
s3442	NA	2018
s3443	NA	2018
s3444	NA	2018
s3445	NA	2018
s3446	NA	2018
s3447	NA	2018
s346	2	2016
s347	NA	2016
s351	NA	2016
s355	NA	2016
s35	NA	2016
s362	NA	2016
s366	2	2016
s369	NA	2016
s370	2	2016
s371	2	2016
s373	2	2016
s375	NA	2016
s376	NA	2016
s379	NA	2016
s385	NA	2016
s3951	2	2018
s3952	1	2019
s3953	1	2018
s3954	1	2019
s3955	1	2018
s3957	NA	2019
s3958	1	2019
s3959	1	2019
s395	NA	2016
s3960	1	2018
s3962	2	2019
s3963	1	2019
s3966	2	2019
s3968	1	2019
s3970	2	2019
s3971	2	2018
s3974	1	2019
s3975	1	2018
s3976	1	2018
s3978	2	2019
s3979	2	2019
s397	NA	2016
s3980	2	2018
s3981	1	2018
s3984	2	2018
s3986	1	2019
s3988	1	2019
s3989	1	2018
s3991	1	2018
s3992	2	2018
s3994	NA	2018
s3996	1	2019
s3997	1	2018
s3998	2	2017
s3999	1	2019
s4000	1	2019
s404	2	2016
s405	NA	2015
s406	2	2016
s407	1	2016
s409	2	2015
s410	2	2016
s417	NA	2016
s430	NA	2016
s437	NA	2015
s441	2	2016
s444	2	2016
s445	2	2016
s454	1	2016
s458	2	2016
s45	2	2016
s461	2	2016
s463	NA	2016
s472	1	2016
s478	2	2016
s485	NA	2016
s496	NA	2016
s497	NA	2016
s498	NA	2016
s499	NA	2016
s501	NA	2016
s505	2	2016
s509	NA	2016
s510	NA	2016
s511	NA	2016
s51	1	2016
s520	NA	2016
s523	2	2016
s528	NA	2016
s529	NA	2016
s531	NA	2016
s532	NA	2016
s539	1	2016
s540	NA	2016
s541	NA	2016
s542	1	2016
s546	NA	2016
s552	NA	2016
s553	NA	2016
s554	2	2016
s559	NA	2016
s560	NA	2016
s562	1	2016
s563	1	2016
s565	1	2016
s567	1	2016
s568	NA	2016
s572	2	2016
s573	1	2016
s57	1	2016
s581	NA	2016
s586	2	2016
s588	1	2016
s590	1	2016
s592	NA	2016
s593	NA	2016
s595	1	2016
s596	1	2016
s597	1	2016
s598	1	2016
s600	2	2016
s601	2	2016
s604	NA	2016
s605	NA	2016
s607	NA	2016
s608	1	2016
s610	2	2016
s611	1	2016
s612	NA	2016
s613	NA	2016
s614	1	2016
s616	NA	2016
s617	2	2016
s619	NA	2016
s61	2	2016
s623	NA	2016
s624	NA	2016
s626	NA	2016
s627	1	2016
s629	2	2016
s631	1	2016
s634	NA	2016
s635	2	2016
s636	1	2016
s642	NA	2016
s643	1	2016
s645	2	2016
s647	NA	2016
s649	NA	2016
s64	2	2016
s650	NA	2016
s652	2	2016
s655	NA	2016
s656	NA	2016
s658	2	2016
s664	2	2016
s665	1	2016
s666	2	2016
s669	NA	2016
s676	NA	2016
s677	NA	2016
s678	NA	2016
s679	2	2016
s680	1	2016
s681	1	2016
s682	NA	2016
s684	2	2016
s685	NA	2016
s686	2	2016
s689	NA	2016
s690	NA	2016
s691	1	2016
s693	1	2016
s697	NA	2016
s698	NA	2016
s699	2	2016
s69	NA	2016
s700	NA	2016
s703	NA	2016
s704	1	2016
s705	NA	2016
s707	1	2016
s711	2	2016
s712	2	2016
s715	1	2016
s716	2	2016
s717	2	2016
s720	2	2016
s726	NA	2016
s729	1	2016
s730	1	2016
s731	NA	2016
s732	NA	2016
s733	2	2016
s737	NA	2016
s739	1	2016
s743	NA	2016
s746	NA	2016
s747	1	2016
s748	1	2016
s749	NA	2016
s76	1	2016
s772	NA	2016
s776	NA	2016
s779	NA	2016
s77	2	2016
s786	NA	2016
s787	NA	2016
s791	NA	2016
s793	NA	2016
s7	2	2016
s802	NA	2016
s803	NA	2016
s805	NA	2016
s806	NA	2016
s811	NA	2016
s812	NA	2016
s813	NA	2016
s814	NA	2016
s815	NA	2016
s816	NA	2016
s820	NA	2016
s824	NA	2016
s825	NA	2016
s828	NA	2016
s830	NA	2016
s834	NA	2016
s83	NA	2016
s842	NA	2016
s845	NA	2016
s846	NA	2016
s850	NA	2016
s851	NA	2016
s853	NA	2016
s855	NA	2016
s856	NA	2016
s85	1	2016
s868	NA	2016
s871	NA	2016
s872	NA	2016
s876	NA	2016
s881	NA	2016
s884	NA	2016
s885	NA	2016
s886	2	2016
s890	NA	2016
s893	1	2016
s898	NA	2016
s95	NA	2016
s98	2	2016
